股票代码,股票名称,所属行业,概念板块,地区,总股本,流通股
sh688013,天臣医疗,医疗器械,"融资融券,医疗器械概念,专精特新",江苏,81155600.0,81155600.0
sh688015,交控科技,交运设备,"股权激励,铁路基建,融资融券,区块链,车联网(车路云),低空经济",北京,188680742.0,188680742.0
sh688016,心脉医疗,医疗器械,"融资融券,医疗器械概念,上证380,沪股通,专精特新,百元股",上海,123262117.0,123262117.0
sh688017,绿的谐波,通用设备,"新能源,融资融券,医疗器械概念,中证500,上证380,沪股通,半导体概念,工业母机,专精特新,百元股,机器人概念,减速器,机器人执行器,人形机器人",江苏,183212735.0,183212735.0
sh688018,乐鑫科技,半导体,"机构重仓,物联网,股权激励,预盈预增,融资融券,智能穿戴,智能家居,沪股通,人工智能,小米概念,国产芯片,WiFi,百元股,星闪概念,2025中报预增",上海,156702722.0,156702722.0
sh688019,安集科技,电子化学品,"新材料,转债标的,基金重仓,股权激励,LED,融资融券,上证380,沪股通,OLED,富时罗素,光刻机(胶),国产芯片,中芯概念,专精特新,百元股",上海,168489007.0,168489007.0
sh688020,方邦股份,电子元件,"新材料,股权激励,融资融券,5G概念,小米概念,华为概念,专精特新,复合集流体",广东,80831748.0,80831748.0
sh688021,奥福科技,环保行业,"节能环保,预亏预减,融资融券,燃料电池,氢能源,尾气治理,专精特新,微盘股",山东,76413717.0,76413717.0
sh688022,瀚川智能,专用设备,"预亏预减,锂电池,融资融券,特斯拉,充电桩,无人驾驶,工业互联,华为概念,边缘计算,换电概念,储能,专精特新,微盘股,低空经济",江苏,175878324.0,175878324.0
sh688023,安恒信息,软件开发,"物联网,预盈预增,云计算,融资融券,智慧城市,大数据,网络安全,国产软件,沪股通,人工智能,工业互联,华为概念,车联网(车路云),华为昇腾,数据安全,数字经济,东数西算,信创,数据要素,DeepSeek概念",浙江,102065545.0,102065545.0
sh688025,杰普特,电子元件,"深圳特区,股权激励,预盈预增,融资融券,3D打印,苹果概念,虚拟现实,华为概念,国产芯片,专精特新,百元股,钙钛矿电池,BC电池,2025中报预增",广东,95049423.0,95049423.0
sh688026,洁特生物,塑料制品,"转债标的,预盈预增,融资融券,医疗器械概念,辅助生殖,专精特新",广东,140363220.0,140318398.0
sh688027,国盾量子,通信设备,"军工,预盈预增,融资融券,央国企改革,国产软件,中证500,沪股通,量子科技,国产芯片,专精特新,百元股",安徽,102861001.0,80374370.0
sh688028,沃尔德,通用设备,"股权激励,融资融券,OLED,工业母机,培育钻石,玻璃基板,人形机器人",北京,151997828.0,150769432.0
sh688029,南微医学,医疗器械,"融资融券,医疗器械概念,上证380,沪股通",江苏,187847422.0,187847422.0
sh688030,山石网科,软件开发,"转债标的,机构重仓,预盈预增,云计算,融资融券,网络安全,国产软件,华为概念,VPN,数据安全",江苏,180232658.0,180232658.0
sh688031,星环科技-U,软件开发,"预亏预减,融资融券,大数据,沪股通,人工智能,数据安全,信创,MLOps概念,数据要素",上海,121129516.0,93966144.0
sh688032,禾迈股份,光伏设备,"机构重仓,太阳能,融资融券,中证500,上证380,沪股通,专精特新,百元股",浙江,124073545.0,124073545.0
sh688033,天宜新材,光伏设备,"军工,预盈预增,太阳能,铁路基建,融资融券,商业航天,飞行汽车(eVTOL),低空经济",北京,562198596.0,562198596.0
sh688035,德邦科技,电子元件,"预盈预增,太阳能,融资融券,苹果概念,沪股通,无线耳机,新能源车,半导体概念,固态电池,专精特新,液冷概念,高带宽内存",山东,142240000.0,88817622.0
sh688036,传音控股,消费电子,"HS300_,深圳特区,股权激励,融资融券,上证180_,沪股通,一带一路,MSCI中国,养老金,MLOps概念,AI手机,DeepSeek概念",广东,1140350575.0,1140350575.0
sh688037,芯源微,半导体,"基金重仓,LED,融资融券,上证380,沪股通,华为概念,光刻机(胶),国产芯片,半导体概念,中芯概念,专精特新,百元股",辽宁,201277846.0,201277846.0
sh688038,中科通达,软件开发,"预盈预增,云计算,融资融券,智慧城市,大数据,国家安防,国产软件,人工智能,华为概念,数字孪生,智慧政务,车联网(车路云),生物识别,机器视觉,华为欧拉,数据安全,数字经济,信创,数据要素,多模态AI,微盘股,DeepSeek概念",湖北,116373400.0,116373400.0
sh688039,当虹科技,互联网服务,"预盈预增,云计算,融资融券,在线教育,国家安防,阿里概念,国产软件,虚拟现实,人工智能,增强现实,超清视频,边缘计算,专精特新,元宇宙概念,虚拟数字人,机器人概念,Web3.0,AIGC概念,裸眼3D,星闪概念,多模态AI,Sora概念,英伟达概念,DeepSeek概念",浙江,110601424.0,110601424.0
sh688041,海光信息,半导体,"HS300_,基金重仓,预盈预增,融资融券,上证50_,上证180_,沪股通,人工智能,MSCI中国,国产芯片,专精特新,百元股,信创,AI芯片,算力概念,并购重组概念,DeepSeek概念",天津,2324338091.0,886557181.0
sh688045,必易微,半导体,"新能源,物联网,预盈预增,锂电池,融资融券,智能家居,国产芯片,储能,专精特新,微盘股",广东,69837819.0,37695069.0
sh688046,药康生物,生物制品,"融资融券,沪股通,CRO,专精特新,创新药,科创板做市股",江苏,410000000.0,410000000.0
sh688047,龙芯中科,半导体,"HS300_,机构重仓,预亏预减,融资融券,上证180_,沪股通,MSCI中国,国产芯片,百元股,信创,算力概念,DeepSeek概念",北京,401000000.0,401000000.0
sh688048,长光华芯,半导体,"预亏预减,融资融券,沪股通,医疗美容,国产芯片,半导体概念,专精特新,可控核聚变",江苏,176279943.0,106209943.0
sh688049,炬芯科技,半导体,"物联网,预盈预增,融资融券,智能穿戴,智能家居,沪股通,人工智能,小米概念,国产芯片,无线耳机,汽车芯片,专精特新,机器人概念,AI芯片,算力概念,星闪概念,AI手机,荣耀概念,AI眼镜,2025中报预增",广东,146136404.0,146136404.0
sh688050,爱博医疗,医疗器械,"机构重仓,融资融券,医疗器械概念,上证380,沪股通,专精特新",北京,193403175.0,189809560.0
sh688051,佳华科技,互联网服务,"节能环保,物联网,预盈预增,云计算,智能电网,融资融券,智慧城市,大数据,人工智能,区块链,华为概念,传感器,数据中心,碳交易,数据确权,微盘股",北京,77334000.0,77334000.0
sh688052,纳芯微,半导体,"基金重仓,预亏预减,融资融券,中证500,沪股通,国产芯片,传感器,汽车芯片,专精特新,百元股",江苏,142528433.0,142528433.0
sh688053,思科瑞,电子元件,"军工,预亏预减,西部大开发,融资融券,半导体概念",四川,100000000.0,100000000.0
sh688055,龙腾光电,光学光电子,"预盈预增,融资融券,央国企改革,沪股通,国产芯片,MiniLED",江苏,3333333400.0,3333333400.0
sh688056,莱伯泰科,仪器仪表,"融资融券,食品安全,专精特新,微盘股",北京,67452460.0,67452460.0
sh688057,金达莱,环保行业,"节能环保,融资融券,PPP模式,专精特新,净水概念,新型城镇化",江西,276000000.0,276000000.0
sh688058,宝兰德,软件开发,"预亏预减,云计算,融资融券,大数据,国产软件,人工智能,华为概念,专精特新,华为欧拉,信创,ChatGPT概念,微盘股,DeepSeek概念",北京,77730937.0,77730937.0
sh688059,华锐精密,通用设备,"转债标的,机构重仓,融资融券,工业母机,专精特新,机器人概念",湖南,87159984.0,87159984.0
sh688060,云涌科技,软件开发,"物联网,预亏预减,融资融券,网络安全,国产软件,工业互联,车联网(车路云),专精特新,信创,新型工业化,微盘股",江苏,60190728.0,60190728.0
sh688061,灿瑞科技,半导体,"预亏预减,融资融券,无人机,国产芯片,传感器,专精特新,机器人概念",上海,114889391.0,43297770.0
sh688062,迈威生物-U,生物制品,"融资融券,病毒防治,免疫治疗,沪股通,单抗概念,CAR-T细胞疗法,重组蛋白,创新药,AI制药（医疗）",上海,399600000.0,204170000.0
sh688063,派能科技,电池,"预亏预减,锂电池,融资融券,上海自贸,沪股通,PCB,固态电池,钠离子电池,储能,专精特新,科创板做市股",上海,245359249.0,245359249.0
sh688065,凯赛生物,化学制品,"新材料,机构重仓,融资融券,中证500,沪股通,MSCI中国,碳交易,专精特新,科创板做市股,合成生物",上海,721289794.0,583378039.0
sh688066,航天宏图,航天航空,"军工,转债标的,预亏预减,融资融券,北斗导航,国产软件,无人机,沪股通,AI智能体,华为概念,商业航天,碳交易,时空大数据,低空经济,DeepSeek概念",北京,261277407.0,261277407.0
sh688067,爱威科技,医疗器械,"机构重仓,融资融券,医疗器械概念,人工智能,辅助生殖,机器视觉,专精特新,幽门螺杆菌概念,微盘股",湖南,68000000.0,68000000.0
sh688068,热景生物,医疗器械,"基金重仓,股权激励,预亏预减,融资融券,食品安全,国家安防,医疗器械概念,病毒防治,免疫治疗,沪股通,体外诊断,流感,百元股,肝炎概念,痘病毒防治",北京,92707940.0,92707940.0
sh688069,德林海,环保行业,"节能环保,预亏预减,融资融券,水利建设,人工智能,数字孪生,氢能源,碳交易,专精特新",江苏,113000000.0,113000000.0
sh688070,纵横股份,航天航空,"预盈预增,西部大开发,融资融券,北斗导航,无人机,专精特新,低空经济",四川,87580000.0,87580000.0
sh688071,华依科技,汽车零部件,"预亏预减,融资融券,燃料电池,无人驾驶,新能源车,专精特新,机器人概念",上海,84789724.0,84789724.0
sh688072,拓荆科技,半导体,"融资融券,上证180_,中证500,沪股通,MSCI中国,半导体概念,中芯概念,专精特新,百元股,高带宽内存",辽宁,279729118.0,279729118.0
sh688073,毕得医药,生物制品,"融资融券,CRO,专精特新",上海,90882948.0,43234172.0
sh688075,安旭生物,医疗器械,"融资融券,体外诊断,专精特新,痘病毒防治",浙江,127082805.0,127082805.0
sh688076,ST诺泰,化学制药,"ST股,CRO,流感,专精特新,肝炎概念,创新药,减肥药",江苏,316051897.0,316051897.0
sh688077,大地熊,小金属,"机构重仓,预盈预增,稀土永磁,融资融券,专精特新",安徽,114478504.0,114478504.0
sh688078,龙软科技,软件开发,"融资融券,国产软件,工业互联,华为概念,机器人概念,AIGC概念,微盘股",北京,72893000.0,72893000.0
sh688079,美迪凯,光学光电子,"预亏预减,融资融券,智能穿戴,苹果概念,虚拟现实,增强现实,华为概念,半导体概念,生物识别,激光雷达,专精特新,混合现实,裸眼3D,玻璃基板,AI眼镜",浙江,406737698.0,397918998.0
sh688080,映翰通,通信设备,"物联网,智能电网,融资融券,工业互联,边缘计算,车联网(车路云),专精特新,DeepSeek概念",北京,73851842.0,73851842.0
sh688081,兴图新科,通信服务,"军工,预亏预减,云计算,融资融券,大数据,军民融合,远程办公,湖北自贸,微盘股",湖北,103040000.0,103040000.0
sh688082,盛美上海,半导体,"HS300_,融资融券,上证380,沪股通,MSCI中国,半导体概念,专精特新,百元股,高带宽内存",上海,441291188.0,436107535.0
sh688083,中望软件,软件开发,"融资融券,国产软件,上证380,沪股通,信创",广东,169584547.0,169584547.0
sh688084,晶品特装,专用设备,"军工,预亏预减,融资融券,无人机,专精特新,百元股,机器人概念",北京,75659066.0,35325611.0
sh688085,三友医疗,医疗器械,"预亏预减,融资融券,医疗器械概念,沪股通,专精特新",上海,333462498.0,298144242.0
sh688087,英科再生,塑料制品,"节能环保,社保重仓,新材料,预盈预增,融资融券,沪股通",山东,194596610.0,186245490.0
sh688088,虹软科技,互联网服务,"预盈预增,融资融券,沪股通,虚拟现实,人工智能,无人驾驶,华为概念,边缘计算,国产芯片,生物识别,机器视觉,元宇宙概念,混合现实,Sora概念,AI手机,荣耀概念,AI眼镜",浙江,401170400.0,401170400.0
sh688089,嘉必优,食品饮料,"预盈预增,融资融券,婴童概念,乳业,化妆品概念,宠物经济,合成生物,并购重组概念,2025中报预增",湖北,168309120.0,168309120.0
sh688090,瑞松科技,专用设备,"预亏预减,融资融券,新能源车,机器视觉,专精特新,机器人概念",广东,122370064.0,122370064.0
sh688091,上海谊众,化学制药,"预亏预减,融资融券,沪股通,创新药",上海,206703640.0,206703640.0
sh688092,爱科科技,专用设备,"融资融券,工业互联,专精特新,微盘股",浙江,82690657.0,82690657.0
sh688093,世华科技,电子元件,"融资融券,苹果概念,沪股通,养老金,OLED,专精特新,科创板做市股",江苏,262631312.0,262631312.0
sh688095,福昕软件,软件开发,"云计算,融资融券,大数据,国产软件,沪股通,虚拟现实,人工智能,增强现实,区块链,AIGC概念,Kimi概念",福建,91439524.0,91439524.0
sh688096,京源环保,环保行业,"节能环保,转债标的,预盈预增,融资融券,专精特新,微盘股",江苏,236037460.0,236037460.0
sh688097,博众精工,专用设备,"锂电池,融资融券,智能穿戴,苹果概念,无人机,沪股通,5G概念,虚拟现实,无人驾驶,富士康,华为概念,半导体概念,固态电池,换电概念,钠离子电池,储能,机器人概念,混合现实,低空经济,荣耀概念,人形机器人",江苏,446647765.0,445008765.0
sh688098,申联生物,农药兽药,"生物疫苗,预亏预减,融资融券,科创板做市股",上海,410644000.0,410644000.0
sh688099,晶晨股份,半导体,"基金重仓,预盈预增,融资融券,中证500,上证380,沪股通,人工智能,MSCI中国,超清视频,国产芯片,半导体概念,科创板做市股,AI芯片",上海,421101263.0,421101263.0
sh688100,威胜信息,通信设备,"物联网,智能电网,融资融券,智慧城市,阿里概念,充电桩,中证500,上证380,沪股通,国产芯片,虚拟电厂,专精特新",湖南,491685175.0,491685175.0
sh688101,三达膜,环保行业,"节能环保,新材料,西部大开发,融资融券,石墨烯,净水概念",陕西,332012066.0,332012066.0
sh688102,斯瑞新材,有色金属,"新材料,西部大开发,融资融券,充电桩,沪股通,商业航天,CPO概念,可控核聚变",陕西,731423882.0,731423882.0
sh688103,国力股份,电子元件,"军工,新能源,转债标的,预盈预增,太阳能,风能,融资融券,大飞机,华为概念,新能源车,半导体概念,固态电池,华为汽车,储能,高压快充,飞行汽车(eVTOL),可控核聚变,2025中报预增",江苏,95315536.0,95315536.0
sh688105,诺唯赞,医疗器械,"预盈预增,融资融券,沪股通,体外诊断,专精特新,科创板做市股,合成生物",江苏,397734544.0,397734544.0
sh688106,金宏气体,电子化学品,"转债标的,融资融券,上证380,沪股通,天然气,冷链物流,氢能源,半导体概念,中芯概念,氦气概念,第三代半导体,工业气体,专精特新,科创板做市股",江苏,481977496.0,481977496.0
